,File,Hash,AltAvgLineBlank,AltAvgLineCode,AltAvgLineComment,AltCountLineBlank,AltCountLineCode,AltCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclFunction,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,CountSemicolon,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,keyword_buggy
4087,tags/libmesh-0.7.0.2/libmesh_tests/quadrature/quadrature_test.C,ef19ddd,4.0,9.0,0.0,46.0,91.0,6.0,2.0,2.0,2.0,1.0,13.0,4.0,9.0,0.0,1.0,6.0,143.0,46.0,88.0,50.0,39.0,6.0,0.0,3.0,71.0,83.0,47.0,0.0,36.0,4.0,4.0,4.0,1.0,1.0,0.07,12.0,12.0,12.0,6.0,0.0
4088,tags/libmesh-0.7.0.2/libmesh/src/systems/equation_systems_io.C,ef19ddd,10.0,42.0,31.0,86.0,266.0,210.0,11.0,11.0,11.0,1.0,83.0,9.0,36.0,30.0,0.0,6.0,559.0,80.0,223.0,51.0,134.0,203.0,41.0,15.0,141.0,184.0,40.0,7.0,137.0,36.0,36.0,36.0,3.0,5.0,0.91,65.0,65.0,65.0,8.0,0.0
4089,tags/libmesh-0.7.0.2/libmesh/src/mesh/patch.C,ef19ddd,4.0,18.0,4.0,59.0,132.0,50.0,5.0,5.0,5.0,1.0,24.0,3.0,14.0,4.0,0.0,7.0,228.0,55.0,98.0,23.0,56.0,46.0,31.0,9.0,71.0,92.0,19.0,4.0,69.0,22.0,22.0,24.0,3.0,4.0,0.47,36.0,36.0,38.0,9.0,0.0
4090,tags/libmesh-0.7.0.2/libmesh/src/numerics/laspack_vector.C,ef19ddd,0.0,0.0,0.0,161.0,280.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,470.0,10.0,0.0,0.0,0.0,18.0,436.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0
4091,tags/libmesh-0.7.0.2/libmesh/contrib/exodusii/Lib/src/exgssd.c,ef19ddd,0.0,7.0,0.0,3.0,9.0,55.0,1.0,1.0,1.0,1.0,7.0,0.0,7.0,0.0,0.0,1.0,67.0,3.0,7.0,3.0,2.0,55.0,0.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,7.86,1.0,1.0,1.0,1.0,0.0
4092,tags/libmesh-0.7.0.2/libmesh/src/numerics/distributed_vector.C,ef19ddd,3.0,11.0,1.0,180.0,355.0,48.0,24.0,24.0,24.0,1.0,14.0,3.0,11.0,1.0,0.0,29.0,580.0,180.0,343.0,106.0,200.0,48.0,0.0,12.0,972.0,1129.0,60.0,0.0,1069.0,38.0,38.0,38.0,1.0,5.0,0.14,700.0,700.0,701.0,29.0,0.0
4093,tags/libmesh-0.7.0.2/libmesh/src/mesh/matlab_io.C,ef19ddd,8.0,21.0,10.0,29.0,49.0,38.0,15.0,15.0,15.0,1.0,35.0,8.0,21.0,10.0,0.0,2.0,108.0,29.0,45.0,13.0,26.0,38.0,0.0,4.0,55.0,65.0,11.0,0.0,54.0,28.0,28.0,28.0,1.0,4.0,0.84,29.0,29.0,29.0,2.0,0.0
4094,tags/libmesh-0.7.0.2/libmesh/contrib/exodusii/Lib/src/exgvan.c,ef19ddd,0.0,9.0,0.0,4.0,12.0,56.0,1.0,1.0,1.0,1.0,9.0,0.0,9.0,0.0,0.0,1.0,72.0,4.0,9.0,5.0,2.0,56.0,0.0,3.0,3.0,4.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,6.22,1.0,1.0,1.0,1.0,0.0
4095,tags/libmesh-0.7.0.2/libmesh/contrib/metis/Lib/srefine.c,ef19ddd,6.0,26.0,1.0,35.0,105.0,30.0,6.0,5.0,6.0,1.0,33.0,6.0,26.0,1.0,0.0,4.0,169.0,35.0,104.0,13.0,74.0,30.0,0.0,1.0,93.0,117.0,13.0,17.0,87.0,15.0,11.0,15.0,3.0,4.0,0.29,24.0,20.0,24.0,6.0,0.0
4096,tags/libmesh-0.7.0.2/libmesh/src/mesh/nemesis_io_helper.C,ef19ddd,0.0,0.0,0.0,87.0,310.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,435.0,7.0,0.0,0.0,0.0,15.0,411.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0
4097,tags/libmesh-0.7.0.2/libmesh/src/numerics/sparse_matrix.C,ef19ddd,3.0,26.0,2.0,43.0,148.0,30.0,16.0,16.0,16.0,1.0,31.0,3.0,22.0,2.0,0.0,5.0,220.0,43.0,120.0,28.0,65.0,30.0,15.0,13.0,134.0,163.0,18.0,2.0,143.0,68.0,68.0,70.0,4.0,6.0,0.25,80.0,81.0,82.0,8.0,0.0
4098,tags/libmesh-0.7.0.2/libmesh/contrib/exodusii/Lib/src/exgssvid.c,ef19ddd,0.0,5.0,0.0,3.0,8.0,54.0,1.0,1.0,1.0,1.0,5.0,0.0,5.0,0.0,0.0,1.0,65.0,3.0,5.0,2.0,1.0,54.0,0.0,3.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,10.80,1.0,1.0,1.0,1.0,0.0
4099,tags/libmesh-0.7.0.2/libmesh/src/mesh/mesh_modification.C,ef19ddd,19.0,70.0,35.0,239.0,706.0,383.0,25.0,24.0,26.0,1.0,122.0,18.0,66.0,32.0,0.0,9.0,1304.0,212.0,597.0,136.0,409.0,327.0,167.0,20.0,516.0,628.0,103.0,12.0,513.0,68.0,66.0,69.0,3.0,9.0,0.55,225.0,213.0,230.0,11.0,0.0
4100,tags/libmesh-0.7.0.2/libmesh/contrib/tecplot/include/IOUTIL.h,ef19ddd,0.0,0.0,0.0,36.0,47.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,281.0,36.0,38.0,38.0,0.0,200.0,0.0,9.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.26,0.0,0.0,0.0,0.0,0.0
4101,tags/libmesh-0.7.0.2/libmesh/src/fe/fe_szabab_shape_3D.C,ef19ddd,0.0,0.0,0.0,29.0,71.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,9.0,0.0,0.0,0.0,16.0,88.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0
4102,tags/libmesh-0.7.0.2/libmesh/src/solvers/nonlinear_solver.C,ef19ddd,1.0,9.0,0.0,25.0,55.0,23.0,6.0,6.0,6.0,1.0,9.0,1.0,9.0,0.0,0.0,2.0,101.0,20.0,23.0,9.0,7.0,22.0,31.0,11.0,16.0,20.0,4.0,0.0,16.0,6.0,6.0,6.0,1.0,3.0,0.96,11.0,11.0,11.0,2.0,0.0
4103,tags/libmesh-0.7.0.2/libmesh/src/solvers/petsc_nonlinear_solver.C,ef19ddd,1.0,9.0,0.0,25.0,55.0,23.0,6.0,6.0,6.0,1.0,9.0,1.0,9.0,0.0,0.0,2.0,101.0,20.0,23.0,9.0,7.0,22.0,31.0,11.0,16.0,20.0,4.0,0.0,16.0,6.0,6.0,6.0,1.0,3.0,0.96,11.0,11.0,11.0,2.0,0.0
4104,tags/libmesh-0.7.0.2/libmesh/src/solvers/trilinos_nox_nonlinear_solver.C,ef19ddd,1.0,9.0,0.0,25.0,55.0,23.0,6.0,6.0,6.0,1.0,9.0,1.0,9.0,0.0,0.0,2.0,101.0,20.0,23.0,9.0,7.0,22.0,31.0,11.0,16.0,20.0,4.0,0.0,16.0,6.0,6.0,6.0,1.0,3.0,0.96,11.0,11.0,11.0,2.0,0.0
4105,tags/libmesh-0.7.0.2/libmesh/src/mesh/parallel_mesh.C,ef19ddd,3.0,18.0,4.0,223.0,599.0,150.0,13.0,13.0,13.0,1.0,25.0,3.0,16.0,3.0,0.0,30.0,965.0,199.0,479.0,110.0,314.0,128.0,138.0,31.0,632.0,754.0,82.0,10.0,662.0,102.0,102.0,102.0,1.0,8.0,0.27,377.0,377.0,382.0,30.0,0.0
4106,tags/libmesh-0.7.0.2/libmesh/src/systems/equation_systems.C,ef19ddd,7.0,20.0,7.0,254.0,498.0,200.0,7.0,7.0,8.0,1.0,34.0,6.0,16.0,6.0,0.0,24.0,941.0,233.0,396.0,121.0,263.0,175.0,123.0,25.0,371.0,465.0,111.0,21.0,333.0,42.0,42.0,42.0,3.0,8.0,0.44,178.0,178.0,182.0,26.0,0.0
4107,tags/libmesh-0.7.0.2/libmesh/src/mesh/tetgen_io.C,ef19ddd,10.0,32.0,13.0,71.0,168.0,91.0,18.0,18.0,18.0,1.0,52.0,10.0,32.0,13.0,0.0,5.0,316.0,71.0,162.0,32.0,117.0,91.0,0.0,6.0,173.0,205.0,29.0,1.0,175.0,35.0,35.0,35.0,1.0,5.0,0.56,91.0,91.0,92.0,5.0,0.0
4108,tags/libmesh-0.7.0.2/libmesh/contrib/exodusii/Lib/src/expean.c,ef19ddd,0.0,6.0,0.0,2.0,9.0,59.0,1.0,1.0,1.0,1.0,6.0,0.0,6.0,0.0,0.0,1.0,70.0,2.0,6.0,3.0,1.0,59.0,0.0,3.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,9.83,1.0,1.0,1.0,1.0,0.0
4109,tags/libmesh-0.7.0.2/libmesh/src/systems/diff_system.C,ef19ddd,1.0,6.0,0.0,47.0,72.0,18.0,2.0,2.0,2.0,1.0,7.0,1.0,6.0,0.0,0.0,11.0,136.0,47.0,69.0,32.0,16.0,18.0,0.0,3.0,23.0,36.0,13.0,0.0,23.0,7.0,7.0,7.0,1.0,4.0,0.26,17.0,17.0,17.0,11.0,0.0
4110,tags/libmesh-0.7.0.2/libmesh/contrib/exodusii/Lib/src/expvarnam.c,ef19ddd,8.0,77.0,4.0,11.0,81.0,63.0,14.0,5.0,14.0,14.0,88.0,8.0,77.0,4.0,0.0,1.0,154.0,11.0,77.0,9.0,62.0,63.0,0.0,4.0,47.0,62.0,6.0,0.0,56.0,14.0,5.0,14.0,14.0,1.0,0.82,14.0,5.0,14.0,14.0,0.0
4111,tags/libmesh-0.7.0.2/libmesh/src/fe/fe_hermite_shape_1D.C,ef19ddd,4.0,33.0,3.0,69.0,319.0,50.0,15.0,12.0,15.0,5.0,39.0,3.0,31.0,3.0,0.0,9.0,432.0,66.0,294.0,67.0,181.0,50.0,15.0,17.0,215.0,289.0,33.0,0.0,256.0,32.0,28.0,32.0,7.0,6.0,0.17,134.0,107.0,134.0,45.0,0.0
4112,tags/libmesh-0.7.0.2/libmesh/contrib/parmetis/Lib/balancemylink.c,ef19ddd,46.0,251.0,25.0,49.0,253.0,40.0,75.0,75.0,79.0,11.0,322.0,46.0,251.0,25.0,0.0,1.0,342.0,49.0,251.0,16.0,199.0,40.0,0.0,2.0,219.0,281.0,14.0,4.0,263.0,75.0,75.0,79.0,11.0,6.0,0.16,75.0,75.0,79.0,11.0,0.0
4113,tags/libmesh-0.7.0.2/libmesh/contrib/exodusii/Lib/src/expelb.c,ef19ddd,0.0,11.0,1.0,3.0,14.0,63.0,1.0,1.0,1.0,1.0,11.0,0.0,11.0,1.0,0.0,1.0,79.0,3.0,11.0,6.0,3.0,63.0,0.0,3.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,5.73,1.0,1.0,1.0,1.0,0.0
4114,tags/libmesh-0.7.0.2/libmesh/src/fe/fe_szabab.C,ef19ddd,0.0,0.0,0.0,296.0,813.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1242.0,7.0,0.0,0.0,0.0,16.0,1217.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0
4115,tags/libmesh-0.7.0.2/libmesh/src/partitioning/metis_partitioner.C,ef19ddd,56.0,143.0,56.0,72.0,165.0,76.0,15.0,15.0,15.0,1.0,245.0,6.0,17.0,3.0,0.0,1.0,302.0,22.0,20.0,6.0,10.0,22.0,226.0,20.0,23.0,28.0,3.0,0.0,25.0,15.0,15.0,15.0,1.0,4.0,1.10,15.0,15.0,15.0,1.0,0.0
4116,tags/libmesh-0.7.0.2/libmesh/src/partitioning/parmetis_partitioner.C,ef19ddd,56.0,143.0,56.0,72.0,165.0,76.0,15.0,15.0,15.0,1.0,245.0,6.0,17.0,3.0,0.0,1.0,302.0,22.0,20.0,6.0,10.0,22.0,226.0,20.0,23.0,28.0,3.0,0.0,25.0,15.0,15.0,15.0,1.0,4.0,1.10,15.0,15.0,15.0,1.0,0.0
4117,tags/libmesh-0.7.0.2/libmesh/contrib/metis/Lib/ometis.c,ef19ddd,19.0,54.0,6.0,46.0,108.0,34.0,21.0,21.0,21.0,2.0,78.0,19.0,54.0,6.0,0.0,2.0,188.0,46.0,107.0,13.0,83.0,34.0,0.0,1.0,116.0,149.0,11.0,26.0,112.0,40.0,40.0,40.0,4.0,2.0,0.32,41.0,41.0,41.0,5.0,0.0
4118,tags/libmesh-0.7.0.2/libmesh/contrib/parmetis/Lib/ometis.c,ef19ddd,19.0,54.0,6.0,46.0,108.0,34.0,21.0,21.0,21.0,2.0,78.0,19.0,54.0,6.0,0.0,2.0,188.0,46.0,107.0,13.0,83.0,34.0,0.0,1.0,116.0,149.0,11.0,26.0,112.0,40.0,40.0,40.0,4.0,2.0,0.32,41.0,41.0,41.0,5.0,0.0
4119,tags/libmesh-0.7.0.2/libmesh/contrib/metis/Lib/frename.c,ef19ddd,0.0,4.0,0.0,42.0,257.0,13.0,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,0.0,64.0,312.0,42.0,256.0,64.0,64.0,13.0,0.0,1.0,64.0,128.0,64.0,0.0,64.0,1.0,1.0,1.0,1.0,0.0,0.05,64.0,64.0,64.0,64.0,0.0
4120,tags/libmesh-0.7.0.2/libmesh/contrib/parmetis/Lib/frename.c,ef19ddd,0.0,4.0,0.0,42.0,257.0,13.0,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,0.0,64.0,312.0,42.0,256.0,64.0,64.0,13.0,0.0,1.0,64.0,128.0,64.0,0.0,64.0,1.0,1.0,1.0,1.0,0.0,0.05,64.0,64.0,64.0,64.0,0.0
4121,tags/libmesh-0.7.0.2/libmesh/src/quadrature/quadrature_build.C,ef19ddd,12.0,53.0,0.0,41.0,115.0,18.0,8.0,6.0,8.0,1.0,65.0,11.0,27.0,0.0,0.0,2.0,173.0,39.0,57.0,16.0,21.0,18.0,42.0,18.0,28.0,38.0,10.0,0.0,28.0,15.0,10.0,15.0,1.0,3.0,0.32,16.0,11.0,16.0,2.0,0.0
4122,tags/libmesh-0.7.0.2/libmesh/src/systems/derived_rb_system.C,ef19ddd,3.0,16.0,1.0,49.0,163.0,26.0,5.0,5.0,6.0,1.0,20.0,3.0,16.0,1.0,0.0,9.0,235.0,49.0,159.0,43.0,72.0,26.0,0.0,4.0,108.0,133.0,27.0,4.0,102.0,15.0,15.0,15.0,1.0,6.0,0.16,49.0,49.0,50.0,9.0,0.0
4123,tags/libmesh-0.7.0.2/libmesh/src/systems/steady_derived_rb_system.C,ef19ddd,3.0,16.0,1.0,49.0,163.0,26.0,5.0,5.0,6.0,1.0,20.0,3.0,16.0,1.0,0.0,9.0,235.0,49.0,159.0,43.0,72.0,26.0,0.0,4.0,108.0,133.0,27.0,4.0,102.0,15.0,15.0,15.0,1.0,6.0,0.16,49.0,49.0,50.0,9.0,0.0
4124,tags/libmesh-0.7.0.2/libmesh/src/error_estimation/exact_error_estimator.C,ef19ddd,10.0,38.0,12.0,82.0,251.0,90.0,10.0,10.0,11.0,1.0,59.0,10.0,30.0,10.0,0.0,6.0,416.0,77.0,182.0,71.0,113.0,83.0,51.0,30.0,142.0,173.0,46.0,3.0,124.0,17.0,17.0,21.0,3.0,6.0,0.46,60.0,60.0,68.0,8.0,0.0
4125,tags/libmesh-0.7.0.2/libmesh/include/error_estimation/exact_error_estimator.h,ef19ddd,0.0,3.0,0.0,39.0,71.0,98.0,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,3.0,207.0,39.0,65.0,60.0,4.0,98.0,0.0,6.0,26.0,30.0,28.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,1.51,3.0,3.0,3.0,3.0,0.0
4126,tags/libmesh-0.7.0.2/libmesh/src/mesh/mesh_refinement_smoothing.C,ef19ddd,0.0,0.0,0.0,72.0,279.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,432.0,8.0,0.0,0.0,0.0,16.0,405.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0
4127,tags/libmesh-0.7.0.2/libmesh/src/mesh/mesh_data.C,ef19ddd,4.0,19.0,3.0,207.0,466.0,98.0,14.0,14.0,15.0,1.0,26.0,3.0,17.0,3.0,0.0,24.0,770.0,202.0,403.0,53.0,248.0,90.0,57.0,19.0,497.0,600.0,34.0,8.0,558.0,31.0,31.0,32.0,4.0,6.0,0.22,335.0,335.0,349.0,36.0,0.0
4128,tags/libmesh-0.7.0.2/libmesh/contrib/exodusii/Lib/src/exppn.c,ef19ddd,14.0,119.0,17.0,17.0,122.0,77.0,21.0,10.0,21.0,20.0,141.0,14.0,119.0,17.0,0.0,1.0,207.0,17.0,119.0,10.0,97.0,77.0,0.0,3.0,69.0,91.0,7.0,0.0,84.0,21.0,10.0,21.0,20.0,2.0,0.65,21.0,10.0,21.0,20.0,0.0
4129,tags/libmesh-0.7.0.2/libmesh/src/utils/point_locator_list.C,ef19ddd,3.0,13.0,6.0,58.0,98.0,63.0,7.0,7.0,7.0,1.0,22.0,3.0,13.0,6.0,0.0,7.0,218.0,58.0,95.0,25.0,47.0,63.0,0.0,3.0,77.0,97.0,18.0,2.0,77.0,15.0,15.0,15.0,1.0,5.0,0.66,47.0,47.0,47.0,7.0,0.0
4130,tags/libmesh-0.7.0.2/libmesh/contrib/exodusii/Lib/src/exgcns.c,ef19ddd,2.0,20.0,0.0,5.0,22.0,62.0,1.0,1.0,1.0,1.0,22.0,2.0,20.0,0.0,0.0,1.0,89.0,5.0,20.0,9.0,9.0,62.0,0.0,2.0,10.0,11.0,2.0,0.0,9.0,1.0,1.0,1.0,1.0,0.0,3.10,1.0,1.0,1.0,1.0,0.0
4131,tags/libmesh-0.7.0.2/libmesh/contrib/exodusii/Lib/src/expvp.c,ef19ddd,0.0,8.0,0.0,4.0,11.0,59.0,1.0,1.0,1.0,1.0,8.0,0.0,8.0,0.0,0.0,1.0,74.0,4.0,8.0,4.0,2.0,59.0,0.0,3.0,3.0,4.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,7.38,1.0,1.0,1.0,1.0,0.0
4132,tags/libmesh-0.7.0.2/libmesh/contrib/nemesis/Lib/ne_gennm.c,ef19ddd,16.0,67.0,6.0,20.0,70.0,62.0,9.0,9.0,10.0,8.0,88.0,16.0,67.0,6.0,0.0,1.0,151.0,20.0,67.0,7.0,51.0,62.0,0.0,3.0,39.0,48.0,4.0,0.0,44.0,9.0,9.0,10.0,8.0,2.0,0.93,9.0,9.0,10.0,8.0,0.0
4133,tags/libmesh-0.7.0.2/libmesh/contrib/triangle/tricall.c,ef19ddd,12.0,90.0,18.0,32.0,188.0,68.0,13.0,13.0,14.0,1.0,114.0,12.0,90.0,18.0,0.0,2.0,273.0,32.0,180.0,13.0,141.0,68.0,1.0,8.0,144.0,162.0,4.0,0.0,158.0,24.0,24.0,26.0,1.0,4.0,0.38,25.0,25.0,27.0,2.0,0.0
4134,tags/libmesh-0.7.0.2/libmesh/src/partitioning/centroid_partitioner.C,ef19ddd,15.0,52.0,16.0,127.0,322.0,117.0,44.0,44.0,45.0,1.0,82.0,14.0,46.0,16.0,0.0,6.0,559.0,120.0,277.0,83.0,194.0,114.0,40.0,15.0,445.0,525.0,67.0,15.0,443.0,171.0,171.0,173.0,3.0,9.0,0.41,265.0,265.0,268.0,8.0,0.0
4135,tags/libmesh-0.7.0.2/libmesh/src/partitioning/linear_partitioner.C,ef19ddd,15.0,52.0,16.0,127.0,322.0,117.0,44.0,44.0,45.0,1.0,82.0,14.0,46.0,16.0,0.0,6.0,559.0,120.0,277.0,83.0,194.0,114.0,40.0,15.0,445.0,525.0,67.0,15.0,443.0,171.0,171.0,173.0,3.0,9.0,0.41,265.0,265.0,268.0,8.0,0.0
4136,tags/libmesh-0.7.0.2/libmesh/src/partitioning/metis_partitioner.C,ef19ddd,15.0,52.0,16.0,127.0,322.0,117.0,44.0,44.0,45.0,1.0,82.0,14.0,46.0,16.0,0.0,6.0,559.0,120.0,277.0,83.0,194.0,114.0,40.0,15.0,445.0,525.0,67.0,15.0,443.0,171.0,171.0,173.0,3.0,9.0,0.41,265.0,265.0,268.0,8.0,0.0
4137,tags/libmesh-0.7.0.2/libmesh/src/partitioning/parmetis_partitioner.C,ef19ddd,15.0,52.0,16.0,127.0,322.0,117.0,44.0,44.0,45.0,1.0,82.0,14.0,46.0,16.0,0.0,6.0,559.0,120.0,277.0,83.0,194.0,114.0,40.0,15.0,445.0,525.0,67.0,15.0,443.0,171.0,171.0,173.0,3.0,9.0,0.41,265.0,265.0,268.0,8.0,0.0
4138,tags/libmesh-0.7.0.2/libmesh/src/partitioning/partitioner.C,ef19ddd,15.0,52.0,16.0,127.0,322.0,117.0,44.0,44.0,45.0,1.0,82.0,14.0,46.0,16.0,0.0,6.0,559.0,120.0,277.0,83.0,194.0,114.0,40.0,15.0,445.0,525.0,67.0,15.0,443.0,171.0,171.0,173.0,3.0,9.0,0.41,265.0,265.0,268.0,8.0,0.0
4139,tags/libmesh-0.7.0.2/libmesh/src/partitioning/sfc_partitioner.C,ef19ddd,15.0,52.0,16.0,127.0,322.0,117.0,44.0,44.0,45.0,1.0,82.0,14.0,46.0,16.0,0.0,6.0,559.0,120.0,277.0,83.0,194.0,114.0,40.0,15.0,445.0,525.0,67.0,15.0,443.0,171.0,171.0,173.0,3.0,9.0,0.41,265.0,265.0,268.0,8.0,0.0
4140,tags/libmesh-0.7.0.2/libmesh/src/fe/fe_hermite_shape_3D.C,ef19ddd,7.0,78.0,5.0,83.0,571.0,58.0,30.0,24.0,30.0,3.0,87.0,5.0,68.0,4.0,0.0,7.0,690.0,72.0,490.0,70.0,384.0,51.0,71.0,36.0,387.0,511.0,35.0,0.0,476.0,74.0,44.0,74.0,9.0,6.0,0.10,208.0,165.0,210.0,22.0,0.0
4141,tags/libmesh-0.7.0.2/libmesh/src/mesh/diva_io.C,ef19ddd,30.0,112.0,32.0,74.0,232.0,83.0,29.0,29.0,32.0,1.0,174.0,30.0,112.0,32.0,0.0,2.0,388.0,74.0,226.0,26.0,172.0,83.0,0.0,6.0,85.0,129.0,23.0,0.0,106.0,51.0,51.0,57.0,1.0,5.0,0.37,57.0,57.0,63.0,2.0,0.0
4142,tags/libmesh-0.7.0.2/libmesh/contrib/exodusii/Lib/src/expnvv.c,ef19ddd,7.0,39.0,1.0,10.0,41.0,66.0,4.0,4.0,4.0,1.0,46.0,7.0,39.0,1.0,0.0,1.0,116.0,10.0,39.0,9.0,25.0,66.0,0.0,2.0,21.0,25.0,4.0,0.0,21.0,4.0,4.0,4.0,1.0,1.0,1.69,4.0,4.0,4.0,1.0,0.0
4143,tags/libmesh-0.7.0.2/libmesh/src/mesh/mesh_data_tetgen_support.C,ef19ddd,29.0,87.0,33.0,43.0,92.0,52.0,19.0,19.0,20.0,1.0,142.0,29.0,87.0,33.0,0.0,1.0,179.0,43.0,90.0,18.0,64.0,52.0,0.0,2.0,66.0,78.0,16.0,0.0,62.0,19.0,19.0,20.0,1.0,3.0,0.58,19.0,19.0,20.0,1.0,0.0
4144,tags/libmesh-0.7.0.2/libmesh/examples/ex4/ex4.C,ef19ddd,46.0,97.0,94.0,119.0,221.0,246.0,27.0,27.0,28.0,2.0,236.0,46.0,94.0,94.0,0.0,2.0,585.0,119.0,193.0,72.0,143.0,246.0,5.0,23.0,145.0,174.0,62.0,1.0,111.0,32.0,32.0,34.0,3.0,6.0,1.27,53.0,53.0,55.0,4.0,0.0
4145,tags/libmesh-0.7.0.2/libmesh/src/utils/error_vector.C,ef19ddd,5.0,17.0,2.0,83.0,167.0,33.0,7.0,7.0,7.0,1.0,23.0,5.0,17.0,2.0,0.0,9.0,280.0,83.0,156.0,46.0,88.0,33.0,0.0,11.0,123.0,157.0,40.0,11.0,106.0,15.0,15.0,15.0,1.0,5.0,0.21,59.0,59.0,59.0,9.0,0.0
4146,tags/libmesh-0.7.0.2/libmesh/src/solvers/trilinos_nox_nonlinear_solver.C,ef19ddd,0.0,0.0,0.0,58.0,165.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,274.0,8.0,0.0,0.0,0.0,15.0,249.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0
4147,tags/libmesh-0.7.0.2/libmesh/contrib/parmetis/Lib/kwaybalance.c,ef19ddd,60.0,300.0,73.0,65.0,303.0,88.0,64.0,64.0,73.0,30.0,433.0,60.0,300.0,73.0,0.0,1.0,456.0,65.0,300.0,19.0,225.0,88.0,0.0,3.0,246.0,306.0,19.0,10.0,277.0,64.0,64.0,73.0,30.0,11.0,0.29,64.0,64.0,73.0,30.0,0.0
4148,tags/libmesh-0.7.0.2/libmesh/src/mesh/gmv_io.C,ef19ddd,32.0,97.0,26.0,557.0,1485.0,428.0,25.0,24.0,27.0,2.0,153.0,26.0,78.0,18.0,0.0,15.0,2447.0,464.0,1177.0,233.0,856.0,307.0,458.0,67.0,905.0,1140.0,211.0,33.0,896.0,118.0,116.0,131.0,14.0,7.0,0.26,370.0,364.0,406.0,33.0,0.0
4149,tags/libmesh-0.7.0.2/libmesh/contrib/gmv/gmvread.h,ef19ddd,0.0,0.0,0.0,28.0,124.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,28.0,60.0,60.0,0.0,49.0,1.0,64.0,54.0,54.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.0,0.0,0.0,0.0,0.0
4150,tags/libmesh-0.7.0.2/libmesh/examples/ex3/ex3.C,ef19ddd,33.0,53.0,101.0,84.0,129.0,246.0,11.0,11.0,11.0,2.0,186.0,33.0,52.0,100.0,0.0,2.0,458.0,84.0,109.0,54.0,74.0,244.0,3.0,19.0,95.0,112.0,47.0,1.0,64.0,18.0,18.0,18.0,3.0,6.0,2.24,22.0,22.0,22.0,4.0,0.0
4151,tags/libmesh-0.7.0.2/libmesh/include/solvers/adaptive_time_solver.h,ef19ddd,0.0,3.0,1.0,56.0,66.0,91.0,1.0,1.0,1.0,1.0,5.0,0.0,3.0,1.0,1.0,10.0,211.0,56.0,60.0,38.0,11.0,91.0,0.0,6.0,27.0,39.0,25.0,1.0,13.0,3.0,3.0,3.0,1.0,2.0,1.52,12.0,12.0,12.0,10.0,0.0
