index,File,AvgCyclomatic,AvgCyclomaticModified,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclExecutableUnit,CountDeclModule,CountDeclProgunit,CountDeclSubprogram,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountStmt,CountStmtDecl,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumEssential,Bugs
690,m_lobpcg2.F90,5.0,4.0,1.0,64.0,10.0,40.0,15.0,16.0,1.0,1.0,18.0,1200.0,222.0,742.0,270.0,446.0,294.0,713.0,254.0,459.0,43.0,31.0,7.0,4.0,0.40,94.0,77.0,24.0,0.0
691,m_ptg_C6v.F90,2.0,2.0,1.0,168.0,11.0,145.0,12.0,1.0,1.0,1.0,1.0,218.0,20.0,150.0,25.0,124.0,50.0,139.0,14.0,125.0,2.0,2.0,1.0,1.0,0.33,2.0,2.0,1.0,0.0
692,m_rwwf.F90,25.0,25.0,2.0,202.0,30.0,136.0,43.0,4.0,1.0,1.0,4.0,1097.0,144.0,564.0,102.0,360.0,424.0,401.0,69.0,332.0,56.0,56.0,7.0,6.0,0.75,101.0,101.0,10.0,0.0
693,prep_wavef_sym_undo.F90,7.0,7.0,1.0,206.0,44.0,101.0,61.0,1.0,0.0,1.0,1.0,265.0,47.0,103.0,41.0,61.0,117.0,72.0,21.0,51.0,7.0,7.0,1.0,2.0,1.14,7.0,7.0,1.0,0.0
694,m_ptgroups.F90,8.0,6.0,2.0,55.0,10.0,32.0,12.0,15.0,1.0,1.0,15.0,1286.0,220.0,555.0,226.0,328.0,525.0,523.0,183.0,340.0,35.0,27.0,19.0,5.0,0.95,129.0,98.0,39.0,0.0
695,m_ptg_C3v.F90,2.0,2.0,1.0,84.0,8.0,64.0,12.0,1.0,1.0,1.0,1.0,134.0,17.0,69.0,22.0,46.0,50.0,61.0,14.0,47.0,2.0,2.0,1.0,1.0,0.72,2.0,2.0,1.0,0.0
696,m_pred_langevin.F90,84.0,84.0,1.0,656.0,85.0,406.0,172.0,1.0,1.0,1.0,1.0,741.0,97.0,421.0,69.0,351.0,232.0,387.0,46.0,341.0,84.0,84.0,1.0,7.0,0.55,84.0,84.0,1.0,0.0
697,m_abihist.F90,3.0,3.0,1.0,79.0,15.0,47.0,16.0,23.0,1.0,1.0,23.0,2656.0,438.0,1160.0,296.0,302.0,1082.0,587.0,244.0,343.0,13.0,13.0,3.0,3.0,0.93,72.0,72.0,25.0,0.0
698,m_paw_sphharm.F90,15.0,15.0,1.0,96.0,13.0,67.0,18.0,15.0,0.0,0.0,15.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,60.0,60.0,1.0,7.0,0.00,234.0,226.0,15.0,0.0
699,m_ptg_D6.F90,2.0,2.0,1.0,168.0,11.0,145.0,12.0,1.0,1.0,1.0,1.0,218.0,20.0,150.0,25.0,124.0,50.0,139.0,14.0,125.0,2.0,2.0,1.0,1.0,0.33,2.0,2.0,1.0,0.0
700,m_afterscfloop.F90,39.0,39.0,0.0,398.0,42.0,289.0,71.0,2.0,1.0,1.0,1.0,1076.0,98.0,627.0,160.0,368.0,362.0,462.0,120.0,342.0,79.0,79.0,1.0,6.0,0.58,79.0,79.0,1.0,0.0
701,psichi_renormalization.F90,24.0,24.0,1.0,316.0,43.0,204.0,86.0,2.0,0.0,1.0,2.0,454.0,63.0,257.0,66.0,190.0,159.0,236.0,52.0,184.0,31.0,31.0,1.0,10.0,0.62,48.0,48.0,2.0,0.0
702,mkcore_wvl.F90,0.0,0.0,0.0,131.0,18.0,91.0,24.0,6.0,0.0,2.0,2.0,911.0,117.0,555.0,67.0,6.0,260.0,59.0,55.0,4.0,2.0,2.0,1.0,1.0,0.47,4.0,4.0,2.0,0.0
703,m_slk.F90,1.0,1.0,1.0,14.0,5.0,3.0,6.0,1.0,1.0,1.0,1.0,5194.0,853.0,2060.0,49.0,0.0,2412.0,48.0,48.0,0.0,1.0,1.0,1.0,0.0,1.17,1.0,1.0,1.0,0.0
704,forstrnps.F90,83.0,83.0,6.0,612.0,59.0,487.0,71.0,1.0,0.0,1.0,1.0,707.0,62.0,489.0,126.0,362.0,163.0,422.0,70.0,352.0,83.0,83.0,6.0,8.0,0.33,83.0,83.0,6.0,0.0
705,m_xgScalapack.F90,2.0,2.0,1.0,60.0,9.0,39.0,12.0,7.0,1.0,1.0,7.0,539.0,88.0,326.0,107.0,47.0,132.0,136.0,88.0,48.0,7.0,7.0,1.0,3.0,0.40,18.0,18.0,7.0,0.0
706,m_pspheads.F90,29.0,27.0,15.0,152.0,21.0,106.0,30.0,6.0,1.0,1.0,5.0,1118.0,147.0,666.0,95.0,442.0,348.0,507.0,77.0,430.0,132.0,132.0,86.0,5.0,0.52,177.0,164.0,90.0,0.0
707,m_dfpt_mkrho.F90,39.0,39.0,6.0,412.0,60.0,277.0,99.0,2.0,1.0,1.0,2.0,1016.0,135.0,581.0,169.0,411.0,353.0,496.0,97.0,399.0,45.0,45.0,11.0,10.0,0.61,78.0,78.0,12.0,0.0
708,m_exc_spectra.F90,15.0,14.0,4.0,128.0,23.0,80.0,33.0,10.0,1.0,1.0,10.0,1641.0,266.0,836.0,250.0,541.0,637.0,728.0,182.0,546.0,40.0,40.0,13.0,7.0,0.76,151.0,144.0,42.0,0.0
709,wrtout.F90,7.0,7.0,1.0,52.0,11.0,31.0,10.0,3.0,0.0,2.0,2.0,303.0,38.0,88.0,31.0,53.0,182.0,86.0,29.0,57.0,13.0,13.0,4.0,3.0,2.07,22.0,22.0,5.0,0.0
710,m_numeric_tools.F90,4.0,4.0,1.0,46.0,9.0,24.0,12.0,98.0,1.0,1.0,103.0,7067.0,1271.0,2578.0,1084.0,1493.0,3342.0,2563.0,978.0,1585.0,35.0,29.0,29.0,5.0,1.30,455.0,429.0,188.0,0.0
711,chern_number.F90,9.0,9.0,0.0,151.0,30.0,91.0,33.0,3.0,0.0,1.0,1.0,531.0,95.0,277.0,83.0,193.0,175.0,217.0,44.0,173.0,27.0,27.0,1.0,9.0,0.63,27.0,27.0,1.0,0.0
712,fock_ACE_getghc.F90,6.0,6.0,1.0,102.0,20.0,54.0,32.0,1.0,0.0,1.0,1.0,147.0,23.0,56.0,27.0,28.0,74.0,48.0,19.0,29.0,6.0,6.0,1.0,2.0,1.32,6.0,6.0,1.0,0.0
713,dfpt_wfkfermi.F90,18.0,18.0,3.0,223.0,38.0,152.0,40.0,1.0,0.0,1.0,1.0,308.0,42.0,154.0,67.0,86.0,121.0,133.0,44.0,89.0,18.0,18.0,3.0,3.0,0.79,18.0,18.0,3.0,0.0
714,m_bethe_salpeter.F90,41.0,37.0,1.0,518.0,82.0,337.0,115.0,4.0,1.0,1.0,3.0,2357.0,344.0,1417.0,442.0,965.0,664.0,1173.0,232.0,941.0,86.0,76.0,4.0,5.0,0.47,165.0,151.0,6.0,0.0
715,spectral_function.F90,4.0,4.0,0.0,58.0,9.0,32.0,17.0,2.0,0.0,1.0,1.0,162.0,21.0,67.0,34.0,32.0,77.0,60.0,30.0,30.0,8.0,8.0,1.0,1.0,1.15,8.0,8.0,1.0,0.0
716,driver.F90,89.0,80.0,4.0,816.0,110.0,591.0,119.0,1.0,0.0,1.0,1.0,896.0,113.0,593.0,140.0,390.0,196.0,441.0,76.0,365.0,89.0,80.0,4.0,8.0,0.33,89.0,80.0,4.0,0.0
717,m_fft.F90,12.0,11.0,0.0,86.0,17.0,50.0,20.0,29.0,1.0,1.0,27.0,3689.0,628.0,1566.0,520.0,992.0,1579.0,1428.0,379.0,1049.0,64.0,59.0,1.0,7.0,1.01,354.0,325.0,27.0,0.0
718,fftbox_ip_driver.finc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,12.0,54.0,9.0,45.0,17.0,53.0,4.0,49.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0
719,m_polynomial_term.F90,16.0,16.0,5.0,99.0,14.0,68.0,18.0,3.0,1.0,1.0,3.0,473.0,73.0,230.0,70.0,159.0,178.0,203.0,50.0,153.0,23.0,23.0,15.0,7.0,0.77,49.0,49.0,17.0,0.0
720,fock_getghc.F90,22.0,22.0,2.0,215.0,26.0,145.0,48.0,3.0,0.0,1.0,1.0,694.0,83.0,437.0,123.0,311.0,190.0,370.0,50.0,320.0,67.0,67.0,6.0,8.0,0.43,67.0,67.0,6.0,0.0
721,wvl_wfs_set.F90,1.0,1.0,1.0,75.0,14.0,44.0,17.0,3.0,0.0,3.0,3.0,330.0,48.0,136.0,37.0,5.0,149.0,38.0,34.0,4.0,2.0,2.0,1.0,1.0,1.10,4.0,4.0,3.0,0.0
722,defs_datatypes.F90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,607.0,133.0,128.0,127.0,0.0,370.0,126.0,126.0,0.0,0.0,0.0,0.0,0.0,2.89,0.0,0.0,0.0,0.0
723,m_contistr03.F90,8.0,8.0,1.0,2916.0,13.0,2880.0,23.0,1.0,1.0,1.0,1.0,2979.0,21.0,2885.0,19.0,2865.0,75.0,1045.0,16.0,1029.0,8.0,8.0,1.0,2.0,0.03,8.0,8.0,1.0,0.0
724,m_hide_blas.F90,2.0,2.0,1.0,41.0,7.0,17.0,16.0,14.0,1.0,1.0,44.0,1471.0,192.0,554.0,403.0,82.0,737.0,486.0,400.0,86.0,4.0,4.0,1.0,1.0,1.33,32.0,32.0,14.0,0.0
725,wvl_wfs_free.F90,2.0,2.0,1.0,54.0,10.0,30.0,14.0,1.0,0.0,1.0,1.0,93.0,13.0,32.0,10.0,1.0,50.0,10.0,8.0,2.0,2.0,2.0,1.0,1.0,1.56,2.0,2.0,1.0,0.0
726,pawuj_det.F90,18.0,18.0,4.0,201.0,31.0,137.0,38.0,3.0,0.0,2.0,2.0,688.0,99.0,413.0,102.0,310.0,193.0,351.0,52.0,299.0,41.0,41.0,7.0,4.0,0.47,54.0,54.0,13.0,0.0
727,m_pawdij.F90,47.0,47.0,1.0,265.0,29.0,191.0,54.0,17.0,0.0,2.0,17.0,333.0,45.0,184.0,34.0,123.0,107.0,187.0,32.0,155.0,202.0,202.0,8.0,10.0,0.58,801.0,801.0,31.0,0.0
728,m_mkffkg.F90,79.0,79.0,1.0,516.0,40.0,381.0,95.0,2.0,1.0,1.0,2.0,1184.0,93.0,773.0,40.0,732.0,320.0,799.0,35.0,764.0,79.0,79.0,1.0,8.0,0.41,158.0,158.0,2.0,0.0
729,psolver_kernel.F90,2.0,2.0,1.0,167.0,23.0,104.0,46.0,1.0,0.0,1.0,1.0,215.0,26.0,106.0,15.0,1.0,91.0,14.0,12.0,2.0,2.0,2.0,1.0,1.0,0.86,2.0,2.0,1.0,0.0
730,m_mlwfovlp_qp.F90,14.0,14.0,0.0,176.0,26.0,116.0,40.0,3.0,1.0,1.0,2.0,680.0,94.0,375.0,148.0,226.0,232.0,279.0,77.0,202.0,32.0,31.0,1.0,6.0,0.62,43.0,42.0,2.0,0.0
731,m_pbc_lotf.F90,1.0,1.0,1.0,24.0,6.0,10.0,8.0,7.0,1.0,1.0,7.0,323.0,62.0,96.0,58.0,37.0,173.0,88.0,51.0,37.0,4.0,4.0,1.0,2.0,1.80,13.0,13.0,7.0,0.0
732,posratecore.F90,63.0,63.0,1.0,391.0,38.0,307.0,52.0,1.0,0.0,1.0,1.0,445.0,41.0,309.0,129.0,179.0,103.0,252.0,48.0,204.0,63.0,63.0,1.0,5.0,0.33,63.0,63.0,1.0,0.0
733,m_cut3d.F90,25.0,21.0,5.0,260.0,36.0,199.0,29.0,10.0,1.0,1.0,10.0,3031.0,398.0,2038.0,327.0,1704.0,652.0,1871.0,185.0,1686.0,124.0,110.0,18.0,7.0,0.32,251.0,219.0,56.0,0.0
734,m_pawxc.F90,36.0,36.0,1.0,223.0,25.0,149.0,58.0,22.0,0.0,17.0,22.0,5586.0,567.0,3146.0,305.0,2385.0,2086.0,3207.0,292.0,2915.0,148.0,148.0,9.0,12.0,0.66,802.0,802.0,35.0,0.0
735,dfpt_nsteltwf.F90,17.0,17.0,3.0,197.0,32.0,127.0,40.0,1.0,0.0,1.0,1.0,270.0,36.0,129.0,64.0,64.0,109.0,105.0,39.0,66.0,17.0,17.0,3.0,6.0,0.84,17.0,17.0,3.0,0.0
736,ebands.f90,10.0,10.0,3.0,130.0,9.0,113.0,10.0,4.0,0.0,1.0,4.0,293.0,23.0,255.0,44.0,210.0,22.0,256.0,44.0,212.0,17.0,17.0,4.0,3.0,0.09,42.0,42.0,12.0,0.0
737,smatrix_pawinit.F90,35.0,35.0,7.0,395.0,35.0,240.0,141.0,1.0,0.0,1.0,1.0,459.0,39.0,242.0,68.0,173.0,201.0,208.0,44.0,164.0,35.0,35.0,7.0,6.0,0.83,35.0,35.0,7.0,0.0
738,m_hdr.F90,10.0,10.0,2.0,111.0,17.0,74.0,20.0,35.0,1.0,1.0,35.0,5008.0,725.0,2695.0,587.0,1662.0,1647.0,1960.0,356.0,1604.0,133.0,133.0,23.0,4.0,0.61,383.0,364.0,102.0,0.0
739,m_pawpwij.F90,9.0,8.0,1.0,106.0,18.0,63.0,28.0,9.0,1.0,1.0,9.0,1400.0,226.0,619.0,238.0,380.0,603.0,554.0,165.0,389.0,31.0,30.0,8.0,7.0,0.97,83.0,77.0,16.0,0.0
740,wvl_descr_atoms_set_sym.F90,2.0,2.0,1.0,65.0,12.0,35.0,18.0,1.0,0.0,1.0,1.0,109.0,14.0,37.0,19.0,2.0,60.0,18.0,16.0,2.0,2.0,2.0,1.0,1.0,1.62,2.0,2.0,1.0,0.0
741,defs_wvltypes.F90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,216.0,23.0,50.0,35.0,0.0,145.0,34.0,34.0,0.0,0.0,0.0,0.0,0.0,2.90,0.0,0.0,0.0,0.0
742,dfpt_vlocal.F90,1.0,1.0,0.0,36.0,7.0,17.0,10.0,11.0,0.0,1.0,9.0,349.0,67.0,152.0,67.0,84.0,133.0,140.0,62.0,78.0,11.0,11.0,1.0,0.0,0.88,19.0,19.0,9.0,0.0
743,m_ptg_Ci.F90,2.0,2.0,1.0,58.0,7.0,39.0,12.0,1.0,1.0,1.0,1.0,108.0,16.0,44.0,21.0,22.0,50.0,37.0,14.0,23.0,2.0,2.0,1.0,1.0,1.14,2.0,2.0,1.0,0.0
744,write_irreg_array.f90,5.0,5.0,1.0,61.0,9.0,49.0,3.0,2.0,0.0,1.0,2.0,110.0,16.0,88.0,20.0,68.0,6.0,85.0,20.0,65.0,8.0,8.0,1.0,1.0,0.07,10.0,10.0,2.0,0.0
745,m_ppmodel.F90,12.0,11.0,1.0,116.0,18.0,70.0,31.0,19.0,1.0,1.0,19.0,3027.0,456.0,1417.0,508.0,901.0,1260.0,1225.0,322.0,903.0,21.0,21.0,5.0,7.0,0.89,235.0,214.0,23.0,0.0
746,macroave.F90,64.0,64.0,7.0,616.0,60.0,349.0,211.0,1.0,0.0,1.0,1.0,671.0,64.0,351.0,63.0,280.0,262.0,299.0,39.0,260.0,64.0,64.0,7.0,4.0,0.75,64.0,64.0,7.0,0.0
747,zdotc.f,7.0,7.0,3.0,56.0,0.0,27.0,29.0,1.0,0.0,1.0,1.0,56.0,0.0,27.0,7.0,20.0,29.0,31.0,7.0,24.0,7.0,7.0,3.0,1.0,1.07,7.0,7.0,3.0,0.0
748,calc_optical_mels.F90,11.0,11.0,4.0,139.0,26.0,75.0,44.0,2.0,0.0,1.0,2.0,296.0,48.0,140.0,62.0,77.0,123.0,131.0,49.0,82.0,20.0,20.0,8.0,1.0,0.88,22.0,22.0,9.0,0.0
749,m_outvar_o_z.F90,84.0,84.0,1.0,951.0,172.0,659.0,142.0,2.0,1.0,1.0,2.0,1801.0,337.0,1171.0,86.0,1084.0,342.0,1109.0,59.0,1050.0,120.0,120.0,1.0,7.0,0.29,168.0,168.0,2.0,0.0
750,m_xc_noncoll.F90,17.0,17.0,1.0,225.0,40.0,143.0,59.0,4.0,1.0,1.0,4.0,1110.0,187.0,591.0,87.0,503.0,412.0,604.0,79.0,525.0,30.0,29.0,1.0,7.0,0.70,69.0,68.0,4.0,0.0
751,m_oscillators.F90,10.0,9.0,1.0,80.0,12.0,49.0,19.0,8.0,1.0,1.0,8.0,964.0,135.0,412.0,154.0,257.0,429.0,386.0,108.0,278.0,32.0,31.0,1.0,6.0,1.04,84.0,77.0,8.0,0.0
752,m_polynomial_conf.F90,3.0,3.0,1.0,47.0,9.0,24.0,14.0,3.0,1.0,1.0,3.0,329.0,57.0,96.0,56.0,39.0,179.0,89.0,49.0,40.0,4.0,4.0,1.0,3.0,1.86,9.0,9.0,3.0,0.0
753,m_gwls_QR_factorization.F90,10.0,10.0,1.0,183.0,53.0,87.0,61.0,4.0,1.0,1.0,4.0,895.0,242.0,371.0,121.0,249.0,360.0,293.0,91.0,202.0,36.0,36.0,1.0,4.0,0.97,42.0,42.0,4.0,0.0
754,m_dfpt_looppert.F90,76.0,76.0,5.0,689.0,57.0,539.0,110.0,4.0,1.0,1.0,3.0,3064.0,248.0,2224.0,522.0,1625.0,665.0,1690.0,237.0,1453.0,247.0,247.0,16.0,6.0,0.30,305.0,305.0,21.0,0.0
755,m_hash_md5.F90,1.0,1.0,1.0,27.0,7.0,10.0,8.0,9.0,1.0,1.0,14.0,486.0,104.0,143.0,105.0,37.0,245.0,134.0,95.0,39.0,4.0,4.0,1.0,2.0,1.71,15.0,15.0,9.0,0.0
756,calc_efg.F90,7.0,7.0,0.0,123.0,11.0,95.0,22.0,2.0,0.0,1.0,1.0,314.0,25.0,193.0,56.0,136.0,110.0,171.0,41.0,130.0,15.0,15.0,1.0,4.0,0.57,15.0,15.0,1.0,0.0
757,m_xchybrid.F90,19.0,19.0,6.0,191.0,24.0,138.0,31.0,1.0,1.0,1.0,1.0,439.0,60.0,204.0,53.0,101.0,179.0,125.0,38.0,87.0,19.0,19.0,6.0,2.0,0.88,19.0,19.0,6.0,0.0
758,crea_descrip_mms.F90,1.0,1.0,1.0,163.0,2.0,132.0,29.0,1.0,0.0,1.0,1.0,163.0,2.0,132.0,2.0,1.0,29.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,0.22,1.0,1.0,1.0,0.0
759,m_kpts.F90,34.0,34.0,11.0,233.0,29.0,159.0,48.0,11.0,1.0,1.0,11.0,3107.0,359.0,1783.0,320.0,1462.0,1016.0,1631.0,213.0,1418.0,101.0,101.0,42.0,9.0,0.57,384.0,384.0,130.0,0.0
760,libtetrabz_dbldelta_mod.F90,7.0,7.0,1.0,73.0,2.0,42.0,31.0,3.0,1.0,1.0,3.0,267.0,8.0,134.0,43.0,90.0,132.0,122.0,38.0,84.0,11.0,11.0,3.0,4.0,0.99,22.0,22.0,5.0,0.0
761,m_frskerker1.F90,1.0,1.0,1.0,29.0,6.0,14.0,8.0,5.0,1.0,1.0,5.0,315.0,49.0,94.0,58.0,35.0,177.0,84.0,51.0,33.0,2.0,2.0,1.0,1.0,1.88,9.0,9.0,5.0,0.0
762,abinit.F90,23.0,23.0,3.0,301.0,54.0,186.0,64.0,2.0,0.0,1.0,1.0,694.0,112.0,375.0,90.0,256.0,217.0,325.0,70.0,255.0,46.0,46.0,6.0,4.0,0.58,46.0,46.0,6.0,0.0
763,wvl_denspot_free.F90,2.0,2.0,1.0,78.0,9.0,52.0,17.0,1.0,0.0,1.0,1.0,118.0,12.0,54.0,10.0,1.0,54.0,10.0,8.0,2.0,2.0,2.0,1.0,1.0,1.00,2.0,2.0,1.0,0.0
764,setsymrhoij.F90,19.0,19.0,1.0,136.0,18.0,102.0,18.0,1.0,0.0,1.0,1.0,201.0,21.0,104.0,20.0,83.0,80.0,74.0,17.0,57.0,19.0,19.0,1.0,5.0,0.77,19.0,19.0,1.0,0.0
765,write_irreg_array_ok.f90,5.0,5.0,1.0,62.0,9.0,50.0,3.0,2.0,0.0,1.0,2.0,112.0,16.0,90.0,20.0,70.0,6.0,87.0,20.0,67.0,8.0,8.0,1.0,1.0,0.07,10.0,10.0,2.0,0.0
766,m_tdep_utils.F90,62.0,62.0,9.0,314.0,19.0,250.0,57.0,4.0,1.0,1.0,4.0,1296.0,90.0,1019.0,179.0,872.0,240.0,983.0,94.0,889.0,102.0,102.0,19.0,9.0,0.24,250.0,250.0,38.0,0.0
767,m_xcpositron.F90,57.0,57.0,1.0,286.0,24.0,234.0,38.0,1.0,1.0,1.0,1.0,391.0,36.0,246.0,50.0,195.0,121.0,270.0,40.0,230.0,57.0,57.0,1.0,4.0,0.49,57.0,57.0,1.0,0.0
768,m_lotf.F90,8.0,8.0,1.0,100.0,21.0,55.0,25.0,13.0,1.0,1.0,13.0,1638.0,308.0,749.0,236.0,513.0,611.0,689.0,196.0,493.0,59.0,59.0,7.0,7.0,0.82,105.0,105.0,22.0,0.0
769,wrt_moldyn_netcdf.F90,13.0,13.0,1.0,355.0,55.0,215.0,85.0,1.0,0.0,1.0,1.0,408.0,58.0,217.0,25.0,26.0,135.0,51.0,22.0,29.0,13.0,13.0,1.0,4.0,0.62,13.0,13.0,1.0,0.0
770,eltxccore.F90,13.0,13.0,2.0,167.0,31.0,97.0,40.0,2.0,0.0,1.0,2.0,388.0,63.0,192.0,45.0,146.0,138.0,159.0,38.0,121.0,25.0,25.0,3.0,0.0,0.72,26.0,26.0,4.0,0.0
771,mrgdv.F90,15.0,11.0,5.0,163.0,31.0,108.0,24.0,1.0,0.0,1.0,1.0,205.0,34.0,110.0,33.0,75.0,63.0,100.0,22.0,78.0,15.0,11.0,5.0,3.0,0.57,15.0,11.0,5.0,0.0
772,dfpt_eltfrkin.F90,13.0,13.0,3.0,240.0,41.0,144.0,61.0,2.0,0.0,1.0,2.0,406.0,67.0,194.0,59.0,134.0,154.0,160.0,43.0,117.0,16.0,16.0,6.0,5.0,0.79,26.0,26.0,7.0,0.0
773,m_paral_pert.F90,11.0,11.0,1.0,106.0,14.0,74.0,18.0,6.0,1.0,1.0,6.0,933.0,119.0,471.0,152.0,318.0,350.0,355.0,98.0,257.0,28.0,28.0,4.0,3.0,0.74,66.0,66.0,11.0,0.0
774,wvl_paw_free.F90,2.0,2.0,1.0,58.0,12.0,32.0,14.0,1.0,0.0,1.0,1.0,97.0,15.0,34.0,8.0,1.0,50.0,9.0,7.0,2.0,2.0,2.0,1.0,1.0,1.47,2.0,2.0,1.0,0.0
775,pawinit.F90,25.0,25.0,1.0,177.0,18.0,132.0,29.0,3.0,0.0,2.0,2.0,702.0,62.0,398.0,113.0,284.0,252.0,350.0,44.0,306.0,72.0,72.0,4.0,7.0,0.63,77.0,75.0,5.0,0.0
776,prep_wavef_sym_do.F90,9.0,9.0,1.0,231.0,52.0,115.0,64.0,1.0,0.0,1.0,1.0,290.0,55.0,117.0,45.0,71.0,120.0,83.0,23.0,60.0,9.0,9.0,1.0,4.0,1.03,9.0,9.0,1.0,0.0
777,m_lebedev.F90,2.0,1.0,1.0,206.0,4.0,152.0,49.0,36.0,1.0,1.0,36.0,7686.0,222.0,5535.0,376.0,5158.0,1934.0,5488.0,330.0,5158.0,34.0,3.0,7.0,1.0,0.35,78.0,42.0,42.0,0.0
778,m_spin_model.F90,1.0,1.0,1.0,21.0,4.0,9.0,7.0,11.0,1.0,1.0,11.0,580.0,71.0,140.0,80.0,59.0,371.0,115.0,59.0,56.0,4.0,4.0,1.0,2.0,2.65,15.0,15.0,11.0,0.0
779,m_hamiltonian.F90,17.0,17.0,1.0,101.0,15.0,69.0,18.0,12.0,1.0,1.0,12.0,2113.0,337.0,952.0,345.0,589.0,850.0,912.0,236.0,676.0,36.0,36.0,1.0,6.0,0.89,209.0,209.0,12.0,0.0
780,m_CtqmcInterface.F90,4.0,4.0,1.0,40.0,7.0,23.0,9.0,5.0,1.0,1.0,5.0,473.0,56.0,143.0,68.0,74.0,276.0,135.0,67.0,68.0,11.0,11.0,1.0,1.0,1.93,24.0,24.0,5.0,0.0
781,m_spin_model_primitive.F90,6.0,6.0,1.0,53.0,8.0,35.0,10.0,14.0,1.0,1.0,15.0,905.0,138.0,547.0,215.0,331.0,222.0,409.0,108.0,301.0,27.0,27.0,3.0,4.0,0.41,92.0,92.0,16.0,0.0
782,m_initylmg.F90,41.0,41.0,3.0,312.0,29.0,229.0,61.0,1.0,1.0,1.0,1.0,425.0,41.0,244.0,55.0,188.0,149.0,216.0,39.0,177.0,41.0,41.0,3.0,10.0,0.61,41.0,41.0,3.0,0.0
783,m_paw_numeric.F90,11.0,11.0,2.0,88.0,11.0,54.0,24.0,9.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,24.0,24.0,4.0,5.0,0.00,103.0,99.0,18.0,0.0
784,wvl_nl_gradient.F90,2.0,2.0,1.0,86.0,16.0,47.0,23.0,1.0,0.0,1.0,1.0,123.0,19.0,49.0,17.0,1.0,57.0,17.0,15.0,2.0,2.0,2.0,1.0,1.0,1.16,2.0,2.0,1.0,0.0
785,m_ptg_D4h.F90,2.0,2.0,1.0,292.0,15.0,265.0,12.0,1.0,1.0,1.0,1.0,342.0,24.0,270.0,29.0,240.0,50.0,255.0,14.0,241.0,2.0,2.0,1.0,1.0,0.19,2.0,2.0,1.0,0.0
786,getgh2c.F90,75.0,75.0,1.0,478.0,69.0,326.0,103.0,1.0,0.0,1.0,1.0,551.0,72.0,328.0,70.0,257.0,173.0,317.0,36.0,281.0,75.0,75.0,1.0,4.0,0.53,75.0,75.0,1.0,0.0
787,eigen_meandege.F90,12.0,12.0,1.0,87.0,14.0,54.0,19.0,1.0,0.0,1.0,1.0,132.0,19.0,56.0,16.0,39.0,59.0,53.0,14.0,39.0,12.0,12.0,1.0,5.0,1.05,12.0,12.0,1.0,0.0
788,wvl_descr_free.F90,2.0,2.0,1.0,40.0,7.0,17.0,16.0,1.0,0.0,1.0,1.0,68.0,9.0,19.0,8.0,2.0,42.0,8.0,6.0,2.0,2.0,2.0,1.0,1.0,2.21,2.0,2.0,1.0,0.0
789,wvl_setngfft.F90,2.0,2.0,1.0,77.0,13.0,42.0,28.0,1.0,0.0,1.0,1.0,122.0,16.0,44.0,11.0,1.0,70.0,11.0,9.0,2.0,2.0,2.0,1.0,1.0,1.59,2.0,2.0,1.0,0.0
790,pawmkrho.F90,6.0,6.0,0.0,80.0,10.0,59.0,12.0,2.0,0.0,1.0,1.0,251.0,24.0,121.0,55.0,65.0,112.0,95.0,41.0,54.0,13.0,13.0,1.0,2.0,0.93,13.0,13.0,1.0,0.0
791,band2eps.F90,25.0,25.0,1.0,441.0,73.0,278.0,98.0,1.0,0.0,1.0,1.0,480.0,77.0,280.0,43.0,235.0,133.0,261.0,34.0,227.0,25.0,25.0,1.0,5.0,0.47,25.0,25.0,1.0,0.0
792,m_xcpbe.F90,125.0,125.0,13.0,5037.0,709.0,3120.0,1221.0,1.0,1.0,1.0,1.0,5182.0,721.0,3132.0,103.0,3028.0,1344.0,2891.0,80.0,2811.0,125.0,125.0,13.0,7.0,0.43,125.0,125.0,13.0,0.0
793,m_xomp.F90,1.0,1.0,1.0,28.0,7.0,8.0,12.0,7.0,1.0,1.0,7.0,415.0,88.0,76.0,45.0,10.0,254.0,59.0,44.0,15.0,2.0,2.0,1.0,1.0,3.34,10.0,10.0,7.0,0.0
794,dfpt_eltfrloc.F90,2.0,2.0,1.0,43.0,8.0,21.0,13.0,13.0,0.0,1.0,11.0,473.0,81.0,218.0,76.0,141.0,180.0,202.0,70.0,132.0,27.0,27.0,7.0,0.0,0.83,37.0,37.0,17.0,0.0
